age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
50,Private,204518,Lower education,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,150042,Bachelor's degree,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
45,Private,98092,High school,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
17,Private,245918,Lower education,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
59,Private,146013,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,<=50K
26,Private,378322,Lower education,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Self-emp-inc,257295,Some college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Thailand,>50K
64,Private,21174,High school,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Private,185480,Bachelor's degree,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
33,Private,222205,High school,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,>50K
61,Private,69867,High school,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
17,Private,191260,Lower education,5,Never-married,Other-service,Own-child,White,Male,1055,0,24,United-States,<=50K
50,Self-emp-not-inc,30653,Master's degree,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,United-States,<=50K
27,Local-gov,209109,Master's degree,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
30,Private,70377,High school,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
43,Private,477983,High school,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
44,Private,170924,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
35,Private,190174,Some college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,193787,Some college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
24,Private,279472,Some college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States,>50K
22,Private,34918,Bachelor's degree,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany,<=50K
42,Local-gov,97688,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
34,Private,175413,Associate degree,12,Divorced,Sales,Unmarried,Black,Female,0,0,45,United-States,<=50K
60,Private,173960,Bachelor's degree,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States,<=50K
21,Private,205759,High school,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
57,Federal-gov,425161,Master's degree,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
41,Private,220531,Professional school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
50,Private,176609,Some college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
25,Private,371987,Bachelor's degree,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Private,193884,Lower education,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ecuador,<=50K
36,Private,200352,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
31,Private,127595,High school,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Local-gov,220419,Bachelor's degree,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,<=50K
21,Private,231931,Some college,10,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
27,Private,248402,Bachelor's degree,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
65,Private,111095,High school,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K
37,Self-emp-inc,57424,Bachelor's degree,13,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
24,Private,278130,High school,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,169469,High school,9,Divorced,Sales,Not-in-family,White,Male,0,0,80,United-States,<=50K
48,Private,146268,Bachelor's degree,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50K
21,Private,153718,Some college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K
31,Private,217460,High school,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
55,Private,238638,High school,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,>50K
24,Private,303296,Some college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Laos,<=50K
43,Private,173321,High school,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,193945,Associate degree,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
46,Private,83082,Associate degree,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,33,United-States,<=50K
35,Private,193815,Associate degree,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-inc,34987,Some college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,United-States,>50K
26,Private,59306,Bachelor's degree,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,142897,Master's degree,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,35,Taiwan,>50K
36,Self-emp-not-inc,205607,Bachelor's degree,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,>50K
22,Private,199698,Some college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
24,Private,191954,Some college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
77,Self-emp-not-inc,138714,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,399087,Lower education,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K
29,Private,423158,Some college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,Private,159841,High school,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
39,Self-emp-not-inc,174308,High school,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,50356,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50,United-States,<=50K
35,Private,186110,High school,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
29,Private,200381,Lower education,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
76,Self-emp-not-inc,174309,Master's degree,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
63,Self-emp-not-inc,78383,High school,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
43,Private,187728,Some college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,50,United-States,>50K
58,Self-emp-not-inc,321171,High school,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
66,Private,127921,High school,9,Never-married,Transport-moving,Not-in-family,White,Male,2050,0,55,United-States,<=50K
41,Private,206565,Some college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,<=50K
26,Private,224563,Bachelor's degree,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,178686,Associate degree,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Local-gov,98545,Lower education,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,242606,High school,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,270942,Lower education,3,Never-married,Other-service,Other-relative,White,Male,0,0,48,Mexico,<=50K
30,Private,94235,High school,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
49,Private,71195,Master's degree,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
19,Private,104112,High school,9,Never-married,Sales,Unmarried,Black,Male,0,0,30,Haiti,<=50K
45,Private,261192,High school,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
26,Private,94936,Associate degree,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,296478,Associate degree,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
36,State-gov,119272,High school,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States,>50K
33,Private,85043,High school,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K
22,State-gov,293364,Some college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,241895,Bachelor's degree,13,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
56,Private,101128,Associate degree,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Iran,<=50K
31,Private,156464,Bachelor's degree,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K
33,Private,117963,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
26,Private,192262,High school,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,111363,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
46,Local-gov,329752,Lower education,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
38,Federal-gov,95432,High school,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
65,Private,161400,Lower education,7,Widowed,Other-service,Unmarried,Other,Male,0,0,40,United-States,<=50K
40,Private,96129,Associate degree,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
42,Private,111949,High school,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
26,Self-emp-not-inc,117125,Lower education,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K
36,Private,348022,Lower education,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
62,Private,270092,Master's degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
43,Private,180609,Bachelor's degree,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
43,Private,174575,Bachelor's degree,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,45,United-States,>50K
22,Private,410439,High school,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
28,Private,92262,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,183081,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
22,Private,362589,Associate degree,12,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
57,Private,212448,Bachelor's degree,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
39,Private,481060,High school,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Federal-gov,185885,Some college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K
17,Private,89821,Lower education,7,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
40,State-gov,184018,Associate degree,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,>50K
45,Private,256649,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
44,Private,160323,High school,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
20,Local-gov,350845,Some college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
33,Private,267404,High school,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
23,Private,35633,Some college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Self-emp-not-inc,80914,Master's degree,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
38,Private,172927,High school,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
54,Private,174319,High school,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,214955,Lower education,3,Divorced,Craft-repair,Not-in-family,White,Female,0,2339,45,United-States,<=50K
25,Private,344991,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,108699,Some college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Local-gov,117312,Some college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50K
23,Private,396099,High school,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
29,Private,134152,High school,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,162028,Some college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2415,6,United-States,>50K
19,Private,25429,Some college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
19,Private,232392,High school,9,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
35,Private,220098,High school,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K
27,Private,301302,Bachelor's degree,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,Self-emp-not-inc,277946,Associate degree,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,State-gov,98101,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,?,>50K
34,Private,196164,High school,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
44,Private,115562,Some college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,96975,Some college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,86872,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
52,Self-emp-inc,132178,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
20,Private,416103,Some college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,108574,Some college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,State-gov,288353,Bachelor's degree,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
34,Private,227689,Associate degree,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,64,United-States,<=50K
28,Private,166481,Lower education,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,2179,40,Puerto-Rico,<=50K
41,Private,445382,Master's degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,United-States,>50K
28,Private,110145,High school,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-not-inc,317253,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
32,Private,364657,Some college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
41,Local-gov,42346,Some college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,United-States,<=50K
24,Private,241951,High school,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
33,Private,118500,Some college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Private,188386,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
31,State-gov,1033222,Some college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,92440,High school,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
52,Private,190762,Lower education,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
